Surname,Firstname,NRS,Box number,Folder number,Full Name,Year appointed silk,Date of correspondence,file number,page number,Digital ID,Archives Investigator link,Digital ID url
Meyers,Frederick George,NRS302_333,10/42917B,[53],Frederick George Meyers,1949,18 Jul 1949,49/2747,,NRS302_333_a127_10_42917_[53]_00001a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[53]_00001a
Meyers,Frederick George,NRS302_333,10/42917B,[53],Frederick George Meyers,1949,03 Aug 1949,49/2747,,NRS302_333_a127_10_42917_[53]_00001b,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[53]_00001b
Meyers,Frederick George,NRS302_333,10/42917B,[53],Frederick George Meyers,1949,23 Sep 1949,GAC.SMC.49/2747.AGB,2,NRS302_333_a127_10_42917_[53]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[53]_00002
Meyers,Frederick George,NRS302_333,10/42917B,[53],Frederick George Meyers,1949,25 Aug 1949,49/3493,3,NRS302_333_a127_10_42917_[53]_00003,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[53]_00003
Meyers,Frederick George,NRS302_333,10/42917B,[53],Frederick George Meyers,1949,21 Sep 1949,GAC.SMC.49/2747.AGB,4,NRS302_333_a127_10_42917_[53]_00004,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[53]_00004
Meyers,Frederick George,NRS302_333,10/42917B,[53],Frederick George Meyers,1949,19 Sep 1949,GAC.SMC.49/2747.AGB,5,NRS302_333_a127_10_42917_[53]_00005,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[53]_00005
Meyers,Frederick George,NRS302_333,10/42917B,[53],Frederick George Meyers,1949,19 Sep 1949,GAC.SMC.49/2747.AGB,6,NRS302_333_a127_10_42917_[53]_00006,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[53]_00006
Meyers,Frederick George,NRS302_333,10/42917B,[53],Frederick George Meyers,1949,25 Aug 1949,GAC.SMC.49/2747.AGB,7,NRS302_333_a127_10_42917_[53]_00007,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[53]_00007
Meyers,Frederick George,NRS302_333,10/42917B,[53],Frederick George Meyers,1949,03 Aug 1949,GAC.SMC.49/2747.AGB,8,NRS302_333_a127_10_42917_[53]_00008,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[53]_00008
Miller,Eric Stanislaus,NRS302_333,10/42917B,[29],Eric Stanislaus Miller,1940,09 Dec 1940,40/6008,,NRS302_333_a127_10_42917_[29]_00015a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00015a
Miller,Eric Stanislaus,NRS302_333,10/42917B,[29],Eric Stanislaus Miller,1940,09 Dec 1940,40/6008,,NRS302_333_a127_10_42917_[29]_00015b,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00015b
Miller,Eric Stanislaus,NRS302_333,10/42917B,[29],Eric Stanislaus Miller,1940,16 Dec 1940,GAC.40/6008.AGB,16,NRS302_333_a127_10_42917_[29]_00016,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00016
Miller,Eric Stanislaus,NRS302_333,10/42917B,[29],Eric Stanislaus Miller,1940,11 Dec 1940,GAC.40/6008.AGB,17,NRS302_333_a127_10_42917_[29]_00017,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00017
Miller,Eric Stanislaus,NRS302_333,10/42917B,[29],Eric Stanislaus Miller,1940,16 Dec 1940,40/6096,22,NRS302_333_a127_10_42917_[29]_00022,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00022
Miller,Eric Stanislaus,NRS302_333,10/42917B,[29],Eric Stanislaus Miller,1940,02 Jan 1941,GAC.40/6096.AGB,23,NRS302_333_a127_10_42917_[29]_00023,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00023
Miller,Eric Stanislaus,NRS302_333,10/42917B,[47],Eric Stanislaus Miller,1940,21 Nov 1945,,13,NRS302_333_a127_10_42917_[47]_00013,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[47]_00013
Miller,Eric Stanislaus,NRS302_333,10/42917B,[29],Eric Stanislaus Miller,1940,02 Jan 1941,GAC.40/6096.AGB,24,NRS302_333_a127_10_42917_[29]_00024,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00024
Miller,Eric Stanislaus,NRS302_333,10/42917B,[29],Eric Stanislaus Miller,1940,02 Jan 1941,GAC.40/6096.AGB,25,NRS302_333_a127_10_42917_[29]_00025,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00025
Miller,Eric Stanislaus,NRS302_333,10/42917B,[29],Eric Stanislaus Miller,1940,06 Jan 1941,GAC.40/6096.AGB,27,NRS302_333_a127_10_42917_[29]_00027,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00027
Miller,Eric Stanislaus,NRS302_333,10/42917B,[29],Eric Stanislaus Miller,1940,02 Jan 1941,GAC.40/6096.AGB,30,NRS302_333_a127_10_42917_[29]_00030,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00030
Miller,Eric Stanislaus,NRS302_333,10/42917B,[29],Eric Stanislaus Miller,1940,16 Dec 1940,GAC.40/6008.AGB,33,NRS302_333_a127_10_42917_[29]_00033,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00033
Miller,Eric Stanislaus,NRS302_333,10/42917B,[29],Eric Stanislaus Miller,1940,18 Dec 1940,GAC.40/6096.AGB,37,NRS302_333_a127_10_42917_[29]_00037,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00037
Miller,Eric Stanislaus,NRS302_333,10/42917B,[29],Eric Stanislaus Miller,1940,17 Dec 1940,GAC.40/6008.AGB,41,NRS302_333_a127_10_42917_[29]_00041,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00041
Miller,Eric Stanislaus,NRS302_333,10/42917B,[29],Eric Stanislaus Miller,1940,13 Dec 1940,40/6049,14,NRS302_333_a127_10_42917_[29]_00014,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00014
Miller,George,NRS302_333,10/42918,[4],George Miller,,05 Feb 1904,4/887,11,NRS302_333_a127_10_42918_[04]_00011,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[04]_00011
Mitchell,E.F.,NRS302_333,10/42917A,[17],E.F. Mitchell,,25 Aug 1910,10/13519,,NRS302_333_a127_10_42917_[17]_00003a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[17]_00003a
Mitchell,E.F.,NRS302_333,10/42917A,[17],E.F. Mitchell,,25 Aug 1910,10/13519,,NRS302_333_a127_10_42917_[17]_00003b,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[17]_00003b
Mitchell,E.F.,NRS302_333,10/42917A,[17],E.F. Mitchell,,25 Aug 1910,10/13519,,NRS302_333_a127_10_42917_[17]_00003c,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[17]_00003c
Mitchell,E.F.,NRS302_333,10/42917A,[17],E.F. Mitchell,,21 Sep 1910,10/13519,4,NRS302_333_a127_10_42917_[17]_00004,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[17]_00004
Mitchell,E.F.,NRS302_333,10/42917A,[17],E.F. Mitchell,,18 Jul 1910,10/11207,9,NRS302_333_a127_10_42917_[17]_00009,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[17]_00009
Mitchell,E.F.,NRS302_333,10/42917A,[17],E.F. Mitchell,,11 Jul 1910,10/10707,,NRS302_333_a127_10_42917_[17]_00010a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[17]_00010a
Mitchell,E.F.,NRS302_333,10/42917A,[17],E.F. Mitchell,,11 Jul 1910,10/10707,,NRS302_333_a127_10_42917_[17]_00010b,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[17]_00010b
Mitchell,E.F.,NRS302_333,10/42917A,[17],E.F. Mitchell,,02 Aug 1910,10/10707,,NRS302_333_a127_10_42917_[17]_00011a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[17]_00011a
Mitchell,E.F.,NRS302_333,10/42917A,[17],E.F. Mitchell,,02 Aug 1910,10/11951,,NRS302_333_a127_10_42917_[17]_00011b,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[17]_00011b
Mitchell,E.F.,NRS302_333,10/42917A,[17],E.F. Mitchell,,23 Feb 1911,1/11/3943,,NRS302_333_a127_10_42917_[17]_00012a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[17]_00012a
Mitchell,E.F.,NRS302_333,10/42917A,[17],E.F. Mitchell,,23 Feb 1911,1/11/3943,,NRS302_333_a127_10_42917_[17]_00012b,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[17]_00012b
Mitchell,E.F.,NRS302_333,10/42917A,[17],E.F. Mitchell,,23 Feb 1911,1/11/3943,13,NRS302_333_a127_10_42917_[17]_00013,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[17]_00013
Mitchell,E.F.,NRS302_333,10/42917A,[17],E.F. Mitchell,,01 Feb 1911,,1,NRS302_333_a127_10_42917_[17]_00001,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[17]_00001
Mitchell,Ernest Meyer,NRS302_333,10/42917A,[6],Ernest Meyer Mitchell,1925,23 Apr 1925,25/1890.AGB,3,NRS302_333_a127_10_42917_[06]_00003,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[06]_00003
Mitchell,Ernest Meyer,NRS302_333,10/42917A,[6],Ernest Meyer Mitchell,1925,,,5,NRS302_333_a127_10_42917_[06]_00005,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[06]_00005
Mitchell,Ernest Meyer,NRS302_333,10/42917A,[6],Ernest Meyer Mitchell,1925,29 Apr 1925,25/1890.AGB,12,NRS302_333_a127_10_42917_[06]_00012,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[06]_00012
Mitchell,Ernest Meyer,NRS302_333,10/42917A,[6],Ernest Meyer Mitchell,1925,29 Apr 1925,25/1890.AGB,14,NRS302_333_a127_10_42917_[06]_00014,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[06]_00014
Mitchell,Ernest Meyer,NRS302_333,10/42917A,[6],Ernest Meyer Mitchell,1925,01 Apr 1925,25/1890,18,NRS302_333_a127_10_42917_[06]_00018,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[06]_00018
Mitchell,Ernest Meyer,NRS302_333,10/42917A,[6],Ernest Meyer Mitchell,1925,02 Apr 1925,25/1890,19,NRS302_333_a127_10_42917_[06]_00019,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[06]_00019
Mitchell,Ernest Meyer,NRS302_333,10/42917A,[6],Ernest Meyer Mitchell,1925,03 Apr 1925,25/1890,20,NRS302_333_a127_10_42917_[06]_00020,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[06]_00020
Mocatta,William Hugh,NRS302_333,10/42918,[17],William Hugh Mocatta,1920,,20/5972,1,NRS302_333_a127_10_42918_[17]_00001,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00001
Mocatta,William Hugh,NRS302_333,10/42918,[17],William Hugh Mocatta,1920,,,2,NRS302_333_a127_10_42918_[17]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00002
Mocatta,William Hugh,NRS302_333,10/42918,[17],William Hugh Mocatta,1920,,,3,NRS302_333_a127_10_42918_[17]_00003,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00003
Mocatta,William Hugh,NRS302_333,10/42918,[17],William Hugh Mocatta,1920,,,4,NRS302_333_a127_10_42918_[17]_00004,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00004
Mocatta,William Hugh,NRS302_333,10/42918,[17],William Hugh Mocatta,1920,,20/5972,5,NRS302_333_a127_10_42918_[17]_00005,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00005
Mocatta,William Hugh,NRS302_333,10/42918,[17],William Hugh Mocatta,1920,,20/5972,13,NRS302_333_a127_10_42918_[17]_00013,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00013
Mocatta,William Hugh,NRS302_333,10/42918,[17],William Hugh Mocatta,1920,,20/5972,14,NRS302_333_a127_10_42918_[17]_00014,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00014
